pl_name,hostname,discoverymethod,disc_year,pl_orbper,pl_rade,pl_radj,pl_bmasse,pl_bmassj,pl_eqt,sy_dist,st_teff,st_mass,st_rad,DBSCAN_Cluster,Cluster_Name,LOF_Score,LOF_Label,Potential_Outlier,Outlier_Status
WASP-121 b,WASP-121,Transit,2016,1.27492504,19.52604438,1.742,371.85923619,1.17,2409.0,269.898,6628.0,1.33,1.461,0,Cluster 0,1.319427450496972,1,False,Normal
HIP 41378 b,HIP 41378,Transit,2016,15.57209,2.64,0.23552543,6.9,0.02170983,959.0,106.289,6290.0,1.22,1.3,1,Cluster 1,1.0445476972070564,1,False,Normal
HIP 41378 c,HIP 41378,Transit,2016,31.70591,2.74,0.24444685,5.97,0.01878372,757.0,106.289,6290.0,1.22,1.3,1,Cluster 1,1.1468732804131743,1,False,Normal
HIP 41378 d,HIP 41378,Transit,2016,278.3618,3.65,0.32563175,6.53,0.02054568,367.0,106.289,6290.0,1.22,1.3,1,Cluster 1,1.3079316083565753,1,False,Normal
HIP 41378 e,HIP 41378,Transit,2016,393.0,5.19,0.46302158,7.62,0.0239752,335.0,106.289,6290.0,1.22,1.3,1,Cluster 1,1.3271678386453252,1,False,Normal
HIP 41378 f,HIP 41378,Transit,2016,542.0797,9.47,0.84485827,25.0,0.0786588,294.0,106.289,6290.0,1.22,1.3,0,Cluster 0,1.1891602466228375,1,False,Normal
HD 3167 b,HD 3167,Transit,2016,0.95965451,1.601,0.1428319,4.844,0.01524093,1781.0,47.2899,5338.0,0.864,0.871,1,Cluster 1,0.9646656221766593,1,False,Normal
HD 3167 c,HD 3167,Transit,2016,29.846511,2.983,0.26612589,11.41,0.03589987,567.0,47.2899,5338.0,0.864,0.871,1,Cluster 1,1.0724906445094295,1,False,Normal
HAT-P-65 b,HAT-P-65,Transit,2016,2.60544751,18.05766791,1.611,176.07693748,0.554,1818.0,738.519,5872.0,1.297,1.666,0,Cluster 0,1.0049057607631975,1,False,Normal
WASP-131 b,WASP-131,Transit,2016,5.3220125,13.74221034,1.226,86.76715511,0.273,1460.0,200.075,5990.0,1.06,1.561,0,Cluster 0,0.989351932074109,1,False,Normal
WASP-139 b,WASP-139,Transit,2016,5.924262,8.9672,0.8,37.18611,0.117,910.0,212.472,5310.0,0.92,0.8,0,Cluster 0,1.0056316826915206,1,False,Normal
WASP-127 b,WASP-127,Transit,2016,4.17806203,14.694999,1.311,52.346601,0.1647,1400.0,159.507,5620.0,0.95,1.333,0,Cluster 0,1.0980928155880618,1,False,Normal
TRAPPIST-1 e,TRAPPIST-1,Transit,2017,6.101013,0.92,0.08207704,0.692,0.00217728,249.7,12.42988881,2566.0,0.0898,0.1192,1,Cluster 1,1.1654827106270937,1,False,Normal
TRAPPIST-1 f,TRAPPIST-1,Transit,2017,9.20754,1.045,0.09322882,1.039,0.00326906,217.7,12.42988881,2566.0,0.0898,0.1192,1,Cluster 1,1.188579432559848,1,False,Normal
TRAPPIST-1 g,TRAPPIST-1,Transit,2017,12.352446,1.129,0.10072281,1.321,0.00415633,197.3,12.42988881,2566.0,0.0898,0.1192,1,Cluster 1,1.2045616497116067,1,False,Normal
TRAPPIST-1 h,TRAPPIST-1,Transit,2017,18.772866,0.755,0.0673567,0.326,0.00102571,171.7,12.42988881,2566.0,0.0898,0.1192,1,Cluster 1,1.2602487816075445,1,False,Normal
HD 106315 b,HD 106315,Transit,2017,9.55237,2.44,0.21768222,12.6,0.03964383,1153.0,109.353,6327.0,1.091,1.296,1,Cluster 1,1.222732378727017,1,False,Normal
HD 106315 c,HD 106315,Transit,2017,21.05704,4.35,0.38808101,15.2,0.04782431,886.0,109.353,6327.0,1.091,1.296,1,Cluster 1,1.2876096337598884,1,False,Normal
LHS 1140 b,LHS 1140,Transit,2017,24.73723,1.73,0.15434053,5.6,0.01761957,226.0,14.9861,3096.0,0.1844,0.2159,1,Cluster 1,1.0512114320697121,1,False,Normal
KELT-11 b,KELT-11,Transit,2017,4.73620865,15.13212395,1.35,65.15482343,0.205,1712.0,99.1596,5375.0,1.44,2.69,0,Cluster 0,1.4341161005180658,1,False,Normal
KELT-9 b,KELT-9,Transit,2017,1.4811235,21.70058664,1.936,915.34581216,2.88,3921.0,204.455,9270.0,2.32,2.418,0,Cluster 0,2.3165413984293552,-1,True,Potential Outlier
HD 3167 d,HD 3167,Radial Velocity,2017,8.3967,2.61,0.233,7.3,0.02296837,865.0,47.2899,5338.0,0.864,0.871,1,Cluster 1,1.0325476527485478,1,False,Normal
WASP-107 b,WASP-107,Transit,2017,5.7214876,10.53646,0.94,30.51152707,0.096,736.0,64.7414,4425.0,0.683,0.657,0,Cluster 0,1.0015534205334797,1,False,Normal
GJ 9827 b,GJ 9827,Transit,2017,1.208974,1.44,0.12846842,4.28,0.01346639,1035.01,29.661,4236.0,0.62,0.58,1,Cluster 1,1.0698600632481203,1,False,Normal
GJ 9827 c,GJ 9827,Transit,2017,3.648103,1.13,0.10081202,1.86,0.00585221,715.94,29.661,4236.0,0.62,0.58,1,Cluster 1,1.0293895834022793,1,False,Normal
GJ 9827 d,GJ 9827,Transit,2017,6.20183,1.98,0.17664407,3.02,0.00950198,675.0,29.661,4236.0,0.62,0.58,1,Cluster 1,1.0254717266134104,1,False,Normal
KELT-20 b,KELT-20,Transit,2017,3.4741085,19.514869,1.741,1074.90106,3.382,2262.0,136.426,8720.0,1.76,1.565,0,Cluster 0,1.3772785571421835,1,False,Normal
K2-18 c,K2-18,Radial Velocity,2017,8.962,2.65,0.236,7.51,0.02362898,363.0,38.0266,3457.0,0.359,0.411,1,Cluster 1,0.9886774745922164,1,False,Normal
K2-141 b,K2-141,Transit,2018,0.2803244,1.51,0.13471341,4.97,0.01563737,2103.0,61.8736,4570.0,0.708,0.681,1,Cluster 1,1.6887961853736584,-1,True,Potential Outlier
K2-141 c,K2-141,Transit,2018,7.7485,7.0,0.62449925,8.0,0.02517081,695.0,61.8736,4570.0,0.708,0.681,0,Cluster 0,1.1578133317990897,1,False,Normal
K2-232 b,K2-232,Transit,2018,11.168454,11.209,1.0,126.49634,0.398,1030.0,130.72,6154.0,1.188,1.161,0,Cluster 0,1.0378317042825027,1,False,Normal
GJ 1132 c,GJ 1132,Radial Velocity,2018,8.929,1.52,0.135,2.91,0.00915588,300.0,12.613,3090.0,0.198,0.226,1,Cluster 1,0.9897237121165972,1,False,Normal
HAT-P-11 c,HAT-P-11,Radial Velocity,2018,3361.0,13.2,1.18,851.78013076,2.68,91.58,37.7647,4653.0,0.811,0.683,0,Cluster 0,1.3108262394346624,1,False,Normal
NGTS-2 b,NGTS-2,Transit,2018,4.511164,17.878355,1.595,235.1942,0.74,1468.0,356.391,6478.0,1.64,1.702,0,Cluster 0,1.3019809788834733,1,False,Normal
WASP-164 b,WASP-164,Transit,2018,1.7771255,12.643752,1.128,676.9779,2.13,1610.0,327.506,5806.0,0.946,0.932,0,Cluster 0,1.051955227106847,1,False,Normal
LHS 1140 c,LHS 1140,Transit,2018,3.77794,1.272,0.11348043,1.91,0.00600953,422.0,14.9861,3096.0,0.1844,0.2159,1,Cluster 1,0.9838855033590124,1,False,Normal
K2-287 b,K2-287,Transit,2018,14.893291,9.494023,0.847,100.11645,0.315,804.0,158.335,5695.0,1.056,1.07,0,Cluster 0,0.9995813942574774,1,False,Normal
LHS 3844 b,LHS 3844,Transit,2019,0.462929709,1.286,0.11472943,2.37,0.00745685,816.0,14.8846,3080.0,0.151,0.189,1,Cluster 1,1.672145817596568,-1,True,Potential Outlier
HD 15337 b,HD 15337,Transit,2019,4.7559804,1.77,0.1579091,6.519,0.02051107,1001.0,44.8155,5131.0,0.829,0.855,1,Cluster 1,1.1527038924212691,1,False,Normal
HD 15337 c,HD 15337,Transit,2019,17.180546,2.526,0.22535501,6.792,0.02137002,656.1,44.8155,5131.0,0.829,0.855,1,Cluster 1,1.1135707014326957,1,False,Normal
L 98-59 b,L 98-59,Transit,2019,2.253114,0.837,0.07467227,0.46,0.00144732,620.0,10.6194,3415.0,0.2923,0.3155,1,Cluster 1,1.0188547090666995,1,False,Normal
L 98-59 c,L 98-59,Transit,2019,3.6906764,1.329,0.11856564,2.0,0.0062927,526.0,10.6194,3415.0,0.2923,0.3155,1,Cluster 1,1.0101539278317655,1,False,Normal
L 98-59 d,L 98-59,Transit,2019,7.450729,1.627,0.14515147,1.64,0.00516002,416.0,10.6194,3415.0,0.2923,0.3155,1,Cluster 1,1.022448811694505,1,False,Normal
V1298 Tau b,V1298 Tau,Transit,2019,24.140006,9.41,0.83950542,13.1,0.04121721,666.0,108.199,4970.0,1.1,1.32,0,Cluster 0,1.2492781492267746,1,False,Normal
WASP-166 b,WASP-166,Transit,2019,5.44354,7.06167,0.63,32.10083,0.101,1270.0,114.173,6050.0,1.19,1.22,1,Cluster 1,1.1202137442606377,1,False,Normal
TOI-270 b,TOI-270,Transit,2019,3.35992,1.28,0.11419415,1.48,0.0046566,600.0,22.4793,3506.0,0.386,0.38,1,Cluster 1,1.0221112971505313,1,False,Normal
TOI-270 c,TOI-270,Transit,2019,5.66051,2.33,0.20786903,6.2,0.01950738,489.0,22.4793,3506.0,0.386,0.38,1,Cluster 1,1.0134445797165677,1,False,Normal
TOI-270 d,TOI-270,Transit,2019,11.38194,2.0,0.17842836,4.2,0.01321468,383.0,22.4793,3506.0,0.386,0.38,1,Cluster 1,0.9862288673263253,1,False,Normal
GJ 357 b,GJ 357,Transit,2019,3.9306,1.2,0.10705701,1.83,0.00575782,518.0,9.44181,3505.0,0.342,0.337,1,Cluster 1,1.0063795897604095,1,False,Normal
GJ 357 c,GJ 357,Radial Velocity,2019,9.1247,1.66,0.148,3.4,0.01069754,401.2,9.44181,3505.0,0.342,0.337,1,Cluster 1,0.9901569646665361,1,False,Normal
GJ 357 d,GJ 357,Radial Velocity,2019,55.661,2.34,0.209,6.1,0.01919265,219.6,9.44181,3505.0,0.342,0.337,1,Cluster 1,1.0722393459740616,1,False,Normal
LTT 1445 A b,LTT 1445 A,Transit,2019,5.3587635,1.34,0.119547,2.73,0.00858954,431.0,6.86929,3562.0,0.257,0.271,1,Cluster 1,1.0778538540000318,1,False,Normal
WASP-178 b,WASP-178,Transit,2019,3.3448285,20.28829,1.81,527.5978,1.66,2470.0,427.678,9360.0,2.07,1.67,0,Cluster 0,1.6789111938368495,-1,True,Potential Outlier
V1298 Tau c,V1298 Tau,Transit,2019,8.249164,5.08,0.45320802,4.7,0.01478785,953.0,108.199,4970.0,1.1,1.32,1,Cluster 1,1.5814080612883126,-1,True,Potential Outlier
V1298 Tau d,V1298 Tau,Transit,2019,12.401394,6.53,0.58256858,6.0,0.01887811,831.0,108.199,4970.0,1.1,1.32,1,Cluster 1,1.340738552776658,1,False,Normal
V1298 Tau e,V1298 Tau,Transit,2019,48.677714,10.17,0.90730819,15.3,0.04813918,527.0,108.199,4970.0,1.1,1.32,0,Cluster 0,1.276986643995728,1,False,Normal
LP 791-18 b,LP 791-18,Transit,2019,0.9479981,1.212,0.10812758,1.94,0.00609,564.3,26.4927,2960.0,0.139,0.182,1,Cluster 1,1.1813735120270141,1,False,Normal
LP 791-18 c,LP 791-18,Transit,2019,4.98991,2.488,0.22196488,7.16,0.02252788,324.4,26.4927,2960.0,0.139,0.182,1,Cluster 1,1.1534176850736348,1,False,Normal
TOI-125 b,TOI-125,Transit,2019,4.65382,2.726,0.24319743,9.5,0.02989019,1037.0,111.059,5320.0,0.859,0.848,1,Cluster 1,1.0708890744179025,1,False,Normal
TOI-125 c,TOI-125,Transit,2019,9.15059,2.759,0.24614149,6.63,0.02086021,827.8,111.059,5320.0,0.859,0.848,1,Cluster 1,1.0657455957494393,1,False,Normal
L 168-9 b,L 168-9,Transit,2020,1.40152604,1.63,0.14541911,4.07,0.01280565,998.0,25.1496,3842.0,0.614,0.604,1,Cluster 1,1.1225129352593837,1,False,Normal
TOI-125 d,TOI-125,Transit,2020,19.98,2.93,0.26139709,13.6,0.04279017,638.1,111.059,5320.0,0.859,0.848,1,Cluster 1,1.1273222920414356,1,False,Normal
HATS-48 A b,HATS-48 A,Transit,2020,3.1316666,8.9672,0.8,77.23269,0.243,954.6,263.609,4546.0,0.7279,0.7152,0,Cluster 0,1.078265469334636,1,False,Normal
HATS-72 b,HATS-72,Transit,2020,7.3279474,8.0973816,0.7224,39.855882,0.1254,739.3,127.589,4656.1,0.7311,0.7214,0,Cluster 0,1.0581037747129962,1,False,Normal
TOI-1130 b,TOI-1130,Transit,2020,4.074554,3.66,0.32652389,19.8,0.06229777,825.0,58.2609,4360.0,0.745,0.697,1,Cluster 1,1.3455123825482147,1,False,Normal
TOI-1130 c,TOI-1130,Transit,2020,8.3501898,13.0,1.15978431,336.0,1.05717423,650.0,58.2609,4360.0,0.745,0.697,0,Cluster 0,1.1227049588585232,1,False,Normal
TOI-677 b,TOI-677,Transit,2020,11.2365985,13.11450742,1.17,392.20025424,1.234,1252.0,141.812,6295.0,1.181,1.28,0,Cluster 0,1.1571080433289416,1,False,Normal
LTT 3780 b,LTT 3780,Transit,2020,0.76837931,1.325,0.11820879,2.46,0.00774003,903.0,21.9814,3358.0,0.381,0.38,1,Cluster 1,1.0922558465133025,1,False,Normal
LTT 3780 c,LTT 3780,Transit,2020,12.252284,2.39,0.21322189,8.04,0.02529667,359.0,21.9814,3358.0,0.381,0.38,1,Cluster 1,0.9870949690570111,1,False,Normal
TOI-1338 b,TOI-1338 A,Transit,2020,95.4001,7.661,0.6835,11.3,0.0355,254.65,399.017,5723.2,1.0936,1.313,0,Cluster 0,1.0418888021512105,1,False,Normal
AU Mic b,AU Mic,Transit,2020,8.463446,4.79,0.42733591,8.99,0.0282857,554.8,9.7221,3540.0,0.635,0.862,1,Cluster 1,1.334348308847788,1,False,Normal
WASP-148 b,WASP-148,Transit,2020,8.803809,8.47398941,0.756,91.21675281,0.287,940.0,246.353,5555.0,0.954,0.912,0,Cluster 0,1.003335537165722,1,False,Normal
WASP-148 c,WASP-148,Radial Velocity,2020,34.524,13.9,1.24,124.58873554,0.392,590.0,246.353,5555.0,0.954,0.912,0,Cluster 0,0.9980822464350828,1,False,Normal
NGTS-11 b,NGTS-11,Transit,2020,35.45533,9.157753,0.817,109.33352,0.344,435.0,190.422,5050.0,0.862,0.832,0,Cluster 0,1.0134146107796256,1,False,Normal
TOI-849 b,TOI-849,Transit,2020,0.765548,3.64,0.32473961,41.8,0.13151751,1932.0,225.734,5257.0,0.97,0.97,1,Cluster 1,1.325459988141082,1,False,Normal
TOI-700 b,TOI-700,Transit,2020,9.977219,0.914,0.08154176,0.704,0.00222,417.0,31.1265,3459.0,0.415,0.421,1,Cluster 1,1.0658913381777466,1,False,Normal
TOI-700 c,TOI-700,Transit,2020,16.051137,2.6,0.23195686,7.27,0.0229,356.0,31.1265,3459.0,0.415,0.421,1,Cluster 1,0.991628989149379,1,False,Normal
TOI-700 d,TOI-700,Transit,2020,37.42396,1.073,0.09572681,1.25,0.00394,268.8,31.1265,3459.0,0.415,0.421,1,Cluster 1,1.135916280731743,1,False,Normal
TOI-1899 b,TOI-1899,Transit,2020,29.090312,11.09689089,0.99,212.94503269,0.67,378.0,128.438,3926.0,0.632,0.607,0,Cluster 0,1.1339632511606763,1,False,Normal
HD 86226 c,HD 86226,Transit,2020,3.98442,2.16,0.19270229,7.25,0.02281094,1311.0,45.683,5863.0,1.019,1.053,1,Cluster 1,1.0767246753289026,1,False,Normal
WD 1856+534 b,WD 1856+534,Transit,2020,1.4079405,10.4,0.92782585,4386.054,13.8,163.0,24.7359,4710.0,0.518,0.0131,0,Cluster 0,1.4211161319784733,1,False,Normal
LTT 9779 b,LTT 9779,Transit,2020,0.792052,4.72,0.4210902,29.32,0.09225057,1978.0,80.4373,5443.0,1.02,0.949,1,Cluster 1,1.4540713434645942,1,False,Normal
TOI-824 b,TOI-824,Transit,2020,1.392978,2.926,0.26104024,18.467,0.05810339,1253.0,63.9262,4600.0,0.71,0.695,1,Cluster 1,1.1814940785871935,1,False,Normal
TOI-421 b,TOI-421,Transit,2020,5.197576,2.64,0.23552543,6.7,0.02108056,922.0,74.7969,5291.0,0.833,0.866,1,Cluster 1,1.070454649619773,1,False,Normal
TOI-421 c,TOI-421,Transit,2020,16.067541,5.09,0.45410017,14.1,0.04436356,635.0,74.7969,5291.0,0.833,0.866,1,Cluster 1,1.188614883418618,1,False,Normal
GJ 3473 b,GJ 3473,Transit,2020,1.1980035,1.264,0.11276653,1.86,0.00585219,773.0,27.3644,3347.0,0.36,0.364,1,Cluster 1,0.9974865817728752,1,False,Normal
GJ 3473 c,GJ 3473,Radial Velocity,2020,15.509,2.63,0.235,7.41,0.02331435,329.1,27.3644,3347.0,0.36,0.364,1,Cluster 1,0.9946652213078154,1,False,Normal
WASP-107 c,WASP-107,Radial Velocity,2020,1066.0,13.0,1.16,111.23994245,0.35,,64.7414,4425.0,0.683,0.657,0,Cluster 0,1.0356212911788014,1,False,Normal
TOI-776 b,TOI-776,Transit,2020,8.24662,1.798,0.16040709,5.0,0.01573176,520.0,27.1701,3725.0,0.542,0.547,1,Cluster 1,1.0250499785144065,1,False,Normal
TOI-776 c,TOI-776,Transit,2020,15.665323,2.047,0.18262142,6.9,0.02170983,420.0,27.1701,3725.0,0.542,0.547,1,Cluster 1,1.0241119736160775,1,False,Normal
TOI-561 b,TOI-561,Transit,2020,0.4465697,1.397,0.12463221,2.02,0.00635563,2319.0,85.799,5342.0,0.806,0.843,1,Cluster 1,1.1624837756950757,1,False,Normal
TOI-561 c,TOI-561,Transit,2020,10.778838,2.865,0.25559862,5.93,0.01865787,802.0,85.799,5342.0,0.806,0.843,1,Cluster 1,1.1110891499017248,1,False,Normal
TOI-561 d,TOI-561,Transit,2020,25.71268,2.615,0.23329508,13.33,0.04194087,600.0,85.799,5342.0,0.806,0.843,1,Cluster 1,1.0792770368960356,1,False,Normal
TOI-561 e,TOI-561,Transit,2020,77.144,2.517,0.22455209,12.4,0.03901476,416.0,85.799,5342.0,0.806,0.843,1,Cluster 1,1.1361181240095561,1,False,Normal
TOI-451 b,TOI-451,Transit,2020,1.8587033,1.84,0.16415409,4.7,0.01478785,1474.0,123.739,5490.0,0.93,0.85,1,Cluster 1,1.0722653623003042,1,False,Normal
TOI-451 c,TOI-451,Transit,2020,9.192463,2.93,0.26139754,3.7,0.0116415,865.0,123.739,5490.0,0.93,0.85,1,Cluster 1,1.1053228636785988,1,False,Normal
TOI-451 d,TOI-451,Transit,2020,16.364962,3.93,0.35061172,10.2,0.03209279,714.0,123.739,5490.0,0.93,0.85,1,Cluster 1,1.1612857656053015,1,False,Normal
TOI-178 b,TOI-178,Transit,2021,1.9145601,1.2,0.10705701,0.96,0.0030205,1040.0,62.699,4316.0,0.647,0.662,1,Cluster 1,1.0541374712307288,1,False,Normal
TOI-178 c,TOI-178,Transit,2021,3.238486,1.754,0.15648167,4.64,0.01459907,873.0,62.699,4316.0,0.647,0.662,1,Cluster 1,1.0729598456001024,1,False,Normal
TOI-178 d,TOI-178,Transit,2021,6.557569,2.695,0.24043221,5.2,0.01636103,690.0,62.699,4316.0,0.647,0.662,1,Cluster 1,1.0527105371993883,1,False,Normal
TOI-178 e,TOI-178,Transit,2021,9.96318,2.301,0.20528182,3.48,0.0109493,600.0,62.699,4316.0,0.647,0.662,1,Cluster 1,1.0307784051670452,1,False,Normal
TOI-178 f,TOI-178,Transit,2021,15.23335,2.417,0.21563067,5.63,0.01771396,521.0,62.699,4316.0,0.647,0.662,1,Cluster 1,1.0064824958213696,1,False,Normal
TOI-178 g,TOI-178,Transit,2021,20.71663,2.939,0.26220047,4.4,0.01384395,470.0,62.699,4316.0,0.647,0.662,1,Cluster 1,1.0460415020671876,1,False,Normal
GJ 486 b,GJ 486,Radial Velocity,2021,1.46712127,1.289,0.11499708,2.77,0.00871539,696.3,8.07426,3317.0,0.312,0.3243,1,Cluster 1,1.0155447694382223,1,False,Normal
LHS 1478 b,LHS 1478,Transit,2021,1.9495378,1.242,0.11080401,2.33,0.007331,595.0,18.2276,3381.0,0.236,0.246,1,Cluster 1,1.0220054533362704,1,False,Normal
TOI-1231 b,TOI-1231,Transit,2021,24.245586,3.65,0.32563175,15.4,0.04845382,329.6,27.6227,3553.0,0.485,0.476,1,Cluster 1,1.2741918455645187,1,False,Normal
TOI-674 b,TOI-674,Transit,2021,1.977143,5.25,0.46837443,23.6,0.0742539,635.0,46.0851,3514.0,0.42,0.42,1,Cluster 1,1.344988564378418,1,False,Normal
TOI-1685 b,TOI-1685,Transit,2021,0.66913923,1.421,0.12677335,3.07,0.0096593,1000.0,37.6153,3470.0,0.466,0.462,1,Cluster 1,1.1211788645512661,1,False,Normal
TOI-1807 b,TOI-1807,Transit,2021,0.54937097,1.49681583,0.13353719,2.44,0.0076771,1694.1,42.5775,4914.0,0.8048,0.746,1,Cluster 1,1.020934270830005,1,False,Normal
TOI-2076 b,TOI-2076,Transit,2021,10.35504,2.59,0.23106472,6.7,0.02108056,736.0,41.9091,5187.0,0.849,0.758,1,Cluster 1,1.0667218843029302,1,False,Normal
TOI-2076 c,TOI-2076,Transit,2021,21.01447,3.54,0.31581819,7.2,0.02265373,581.0,41.9091,5187.0,0.849,0.758,1,Cluster 1,1.0517672380107776,1,False,Normal
TOI-2076 d,TOI-2076,Transit,2021,35.12803,3.27,0.29173036,7.3,0.02296837,490.0,41.9091,5187.0,0.849,0.758,1,Cluster 1,1.08569952939659,1,False,Normal
AU Mic c,AU Mic,Transit,2021,18.859023,2.79,0.24890756,14.46,0.04549625,424.7,9.7221,3540.0,0.635,0.862,1,Cluster 1,1.518146939668645,-1,True,Potential Outlier
TOI-2406 b,TOI-2406,Transit,2021,3.0766891,2.86,0.25515255,15.6,0.04908309,449.0,55.419,3100.0,0.166,0.204,1,Cluster 1,1.2907054731084315,1,False,Normal
TOI-431 b,TOI-431,Transit,2021,0.490047,1.28,0.11419415,3.07,0.0096593,1862.0,32.5686,4850.0,0.78,0.731,1,Cluster 1,1.1524560721804862,1,False,Normal
TOI-431 c,TOI-431,Radial Velocity,2021,4.8494,1.49,0.133,2.83,0.00890418,867.0,32.5686,4850.0,0.78,0.731,1,Cluster 1,1.0076716603185858,1,False,Normal
TOI-431 d,TOI-431,Transit,2021,12.46103,3.29,0.29351465,9.9,0.03114888,633.0,32.5686,4850.0,0.78,0.731,1,Cluster 1,1.142013424403621,1,False,Normal
L 98-59 e,L 98-59,Radial Velocity,2021,12.8278,1.49,0.133,2.82,0.00887271,347.0,10.6194,3415.0,0.2923,0.3155,1,Cluster 1,0.9630313485930151,1,False,Normal
HD 63935 b,HD 63935,Transit,2021,9.058807,2.91575244,0.26012646,10.5,0.03303669,825.22,48.9739,5513.0,0.9406,0.9598,1,Cluster 1,1.105098144224036,1,False,Normal
HD 63935 c,HD 63935,Radial Velocity,2021,21.4027,3.06451296,0.273398,11.1,0.03492451,619.59,48.9739,5513.0,0.9406,0.9598,1,Cluster 1,1.159673683000787,1,False,Normal
GJ 367 b,GJ 367,Transit,2021,0.3219226,0.736,0.06566164,0.503,0.00158261,1329.0,9.41263,3535.0,0.451,0.457,1,Cluster 1,1.3340169795742534,1,False,Normal
HATS-75 b,HATS-75,Transit,2021,2.7886556,9.90873894,0.884,156.05374784,0.491,772.3,194.964,3790.4,0.6017,0.5848,0,Cluster 0,0.9658093817267371,1,False,Normal
LTT 1445 A c,LTT 1445 A,Transit,2022,3.1239035,1.147,0.10232866,1.54,0.00484538,508.0,6.86929,3340.0,0.257,0.265,1,Cluster 1,1.017708902573992,1,False,Normal
TOI-500 b,TOI-500,Transit,2022,0.548177,1.166,0.10402373,1.42,0.00446782,1617.0,47.3924,4440.0,0.74,0.678,1,Cluster 1,1.3327765831894898,1,False,Normal
TOI-1075 b,TOI-1075,Transit,2022,0.6047328,1.791,0.15978259,9.95,0.0313062,1323.0,61.4592,3875.0,0.604,0.581,1,Cluster 1,1.2867148978146257,1,False,Normal
TOI-1442 b,TOI-1442,Transit,2022,0.4090677,1.17,0.10438059,1.71,0.00537,1072.0,41.1659,3330.0,0.29,0.31,1,Cluster 1,1.388369104348275,1,False,Normal
TOI-2260 b,TOI-2260,Transit,2022,0.3524728,1.62,0.14452697,3.26,0.0102,2609.0,101.251,5534.0,0.99,0.94,1,Cluster 1,1.4067073623085031,1,False,Normal
TOI-2445 b,TOI-2445,Transit,2022,0.3711281,1.25,0.11151772,2.1,0.0066,1060.0,48.582,3333.0,0.25,0.27,1,Cluster 1,1.3897636433641778,1,False,Normal
GJ 3929 b,GJ 3929,Transit,2022,2.616235,1.09,0.09724345,1.75,0.00550612,568.0,15.8095,3384.0,0.313,0.32,1,Cluster 1,1.0117570115475876,1,False,Normal
WASP-189 b,WASP-189,Transit,2020,2.724033,18.14733975,1.619,632.47852993,1.99,3353.0,99.731,8000.0,2.03,2.36,0,Cluster 0,1.9200633026712577,-1,True,Potential Outlier
TOI-1670 b,TOI-1670,Transit,2022,10.98462,2.06,0.18378121,41.31769291,0.13,1062.0,168.067,6170.0,1.21,1.316,1,Cluster 1,1.0509346473974135,1,False,Normal
TOI-1670 c,TOI-1670,Transit,2022,40.74976,11.06326395,0.987,200.23189641,0.63,684.0,168.067,6170.0,1.21,1.316,0,Cluster 0,1.0294041836007735,1,False,Normal
TOI-500 c,TOI-500,Radial Velocity,2022,6.6356,2.09,0.187,5.03,0.01582615,,47.3924,4440.0,0.74,0.678,1,Cluster 1,0.9834033748398971,1,False,Normal
TOI-500 d,TOI-500,Radial Velocity,2022,26.233,6.35,0.567,33.12,0.10420717,,47.3924,4440.0,0.74,0.678,0,Cluster 0,1.2148233909147843,1,False,Normal
TOI-500 e,TOI-500,Radial Velocity,2022,61.3,3.99,0.356,15.05,0.0473526,,47.3924,4440.0,0.74,0.678,1,Cluster 1,1.1921464117319425,1,False,Normal
HD 260655 b,HD 260655,Transit,2022,2.76953,1.24,0.11062558,2.14,0.00673319,709.0,10.0055,3803.0,0.439,0.439,1,Cluster 1,1.0337152447135884,1,False,Normal
HD 260655 c,HD 260655,Transit,2022,5.70588,1.533,0.13676533,3.09,0.00972223,557.0,10.0055,3803.0,0.439,0.439,1,Cluster 1,1.0401529359385064,1,False,Normal
TOI-3714 b,TOI-3714,Transit,2022,2.154849,11.32107051,1.01,222.4798849,0.7,750.0,112.71,3660.0,0.53,0.51,0,Cluster 0,0.9672421331024397,1,False,Normal
GJ 3929 c,GJ 3929,Radial Velocity,2022,15.04,2.26,0.201,5.71,0.01796567,317.0,15.8095,3384.0,0.313,0.32,1,Cluster 1,0.9842568362536938,1,False,Normal
GJ 3090 b,GJ 3090,Transit,2022,2.85310198,2.18,0.19448691,4.52,0.01422151,723.0,22.4751,3707.0,0.519,0.516,1,Cluster 1,0.9860355821874913,1,False,Normal
TOI-181 b,TOI-181,Transit,2023,4.532,6.9559,0.6339,46.1687,0.1452,895.1,96.2338,4994.0,0.822,0.745,1,Cluster 1,1.0932297588500641,1,False,Normal
TOI-199 b,TOI-199,Transit,2023,104.854,9.07927437,0.81,54.03082919,0.17,325.0,102.27,5255.0,0.936,0.82,0,Cluster 0,1.0115328586356438,1,False,Normal
TOI-603 b,TOI-603,Transit,2026,16.179846,7.37,0.65750849,33.0,0.10382961,899.0,205.924,6027.0,1.24,1.477,0,Cluster 0,1.115629528966376,1,False,Normal
TOI-700 e,TOI-700,Transit,2023,27.80978,0.953,0.08502111,0.818,0.00257,272.9,31.1265,3459.0,0.415,0.421,1,Cluster 1,1.1442402049099196,1,False,Normal
TOI-771 b,TOI-771,Transit,2024,2.3260155,1.36,0.12133128,2.47,0.00777149,543.0,25.2788,3370.0,0.22,0.232,1,Cluster 1,1.0424068192395552,1,False,Normal
